,sample_id,input,output,input_grid_width,input_grid_height,output_grid_width,output_grid_height
1536,e48d4e1a,"[[0, 0, 0, 4, 0, 0, 0, 0, 0, 5], [0, 0, 0, 4, 0, 0, 0, 0, 0, 5], [0, 0, 0, 4, 0, 0, 0, 0, 0, 5], [4, 4, 4, 4, 4, 4, 4, 4, 4, 4], [0, 0, 0, 4, 0, 0, 0, 0, 0, 0], [0, 0, 0, 4, 0, 0, 0, 0, 0, 0], [0, 0, 0, 4, 0, 0, 0, 0, 0, 0], [0, 0, 0, 4, 0, 0, 0, 0, 0, 0], [0, 0, 0, 4, 0, 0, 0, 0, 0, 0], [0, 0, 0, 4, 0, 0, 0, 0, 0, 0]]","[[4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 4, 4, 4, 4, 4, 4, 4, 4, 4], [4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",10,10,10,10
1537,e48d4e1a,"[[0, 0, 0, 0, 0, 0, 6, 0, 0, 5], [0, 0, 0, 0, 0, 0, 6, 0, 0, 5], [0, 0, 0, 0, 0, 0, 6, 0, 0, 5], [0, 0, 0, 0, 0, 0, 6, 0, 0, 0], [6, 6, 6, 6, 6, 6, 6, 6, 6, 6], [0, 0, 0, 0, 0, 0, 6, 0, 0, 0], [0, 0, 0, 0, 0, 0, 6, 0, 0, 0], [0, 0, 0, 0, 0, 0, 6, 0, 0, 0], [0, 0, 0, 0, 0, 0, 6, 0, 0, 0], [0, 0, 0, 0, 0, 0, 6, 0, 0, 0]]","[[0, 0, 0, 6, 0, 0, 0, 0, 0, 0], [0, 0, 0, 6, 0, 0, 0, 0, 0, 0], [0, 0, 0, 6, 0, 0, 0, 0, 0, 0], [0, 0, 0, 6, 0, 0, 0, 0, 0, 0], [0, 0, 0, 6, 0, 0, 0, 0, 0, 0], [0, 0, 0, 6, 0, 0, 0, 0, 0, 0], [0, 0, 0, 6, 0, 0, 0, 0, 0, 0], [6, 6, 6, 6, 6, 6, 6, 6, 6, 6], [0, 0, 0, 6, 0, 0, 0, 0, 0, 0], [0, 0, 0, 6, 0, 0, 0, 0, 0, 0]]",10,10,10,10
1538,e48d4e1a,"[[0, 0, 0, 0, 3, 0, 0, 0, 0, 5], [0, 0, 0, 0, 3, 0, 0, 0, 0, 0], [3, 3, 3, 3, 3, 3, 3, 3, 3, 3], [0, 0, 0, 0, 3, 0, 0, 0, 0, 0], [0, 0, 0, 0, 3, 0, 0, 0, 0, 0], [0, 0, 0, 0, 3, 0, 0, 0, 0, 0], [0, 0, 0, 0, 3, 0, 0, 0, 0, 0], [0, 0, 0, 0, 3, 0, 0, 0, 0, 0], [0, 0, 0, 0, 3, 0, 0, 0, 0, 0], [0, 0, 0, 0, 3, 0, 0, 0, 0, 0]]","[[0, 0, 0, 3, 0, 0, 0, 0, 0, 0], [0, 0, 0, 3, 0, 0, 0, 0, 0, 0], [0, 0, 0, 3, 0, 0, 0, 0, 0, 0], [3, 3, 3, 3, 3, 3, 3, 3, 3, 3], [0, 0, 0, 3, 0, 0, 0, 0, 0, 0], [0, 0, 0, 3, 0, 0, 0, 0, 0, 0], [0, 0, 0, 3, 0, 0, 0, 0, 0, 0], [0, 0, 0, 3, 0, 0, 0, 0, 0, 0], [0, 0, 0, 3, 0, 0, 0, 0, 0, 0], [0, 0, 0, 3, 0, 0, 0, 0, 0, 0]]",10,10,10,10
1539,e5062a87,"[[0, 5, 5, 5, 0, 5, 5, 5, 5, 0], [5, 5, 5, 0, 5, 5, 5, 5, 0, 5], [0, 0, 5, 5, 5, 5, 0, 5, 0, 0], [0, 0, 5, 5, 5, 5, 0, 5, 5, 5], [0, 0, 5, 5, 5, 2, 2, 0, 0, 5], [5, 5, 0, 0, 0, 2, 2, 5, 5, 5], [0, 0, 5, 5, 0, 2, 2, 5, 5, 5], [0, 5, 5, 5, 5, 5, 5, 0, 0, 0], [5, 5, 0, 0, 5, 5, 5, 0, 0, 0], [5, 0, 5, 0, 5, 0, 0, 5, 0, 0]]","[[0, 5, 5, 5, 0, 5, 5, 5, 5, 0], [5, 5, 5, 0, 5, 5, 5, 5, 0, 5], [2, 2, 5, 5, 5, 5, 0, 5, 0, 0], [2, 2, 5, 5, 5, 5, 0, 5, 5, 5], [2, 2, 5, 5, 5, 2, 2, 0, 0, 5], [5, 5, 0, 0, 0, 2, 2, 5, 5, 5], [0, 0, 5, 5, 0, 2, 2, 5, 5, 5], [0, 5, 5, 5, 5, 5, 5, 0, 2, 2], [5, 5, 0, 0, 5, 5, 5, 0, 2, 2], [5, 0, 5, 0, 5, 0, 0, 5, 2, 2]]",10,10,10,10
1540,e5062a87,"[[0, 5, 5, 5, 0, 0, 2, 5, 5, 5], [0, 5, 0, 0, 0, 2, 5, 2, 0, 5], [0, 5, 5, 0, 0, 0, 2, 0, 5, 0], [5, 0, 5, 5, 5, 5, 0, 5, 0, 5], [5, 0, 0, 0, 0, 5, 0, 0, 5, 0], [5, 5, 0, 5, 5, 5, 0, 0, 5, 5], [0, 0, 0, 0, 0, 0, 0, 5, 0, 0], [0, 5, 0, 5, 5, 0, 0, 0, 0, 5], [5, 0, 0, 5, 0, 0, 5, 0, 5, 5], [0, 0, 0, 5, 5, 0, 0, 5, 5, 0]]","[[0, 5, 5, 5, 0, 0, 2, 5, 5, 5], [0, 5, 0, 0, 0, 2, 5, 2, 2, 5], [0, 5, 5, 0, 0, 0, 2, 2, 5, 2], [5, 0, 5, 5, 5, 5, 0, 5, 2, 5], [5, 0, 0, 0, 0, 5, 0, 0, 5, 0], [5, 5, 0, 5, 5, 5, 0, 2, 5, 5], [0, 2, 0, 0, 0, 0, 2, 5, 2, 0], [2, 5, 2, 5, 5, 0, 2, 2, 0, 5], [5, 2, 0, 5, 0, 2, 5, 2, 5, 5], [0, 0, 0, 5, 5, 0, 2, 5, 5, 0]]",10,10,10,10
1541,e5062a87,"[[0, 5, 5, 5, 5, 0, 0, 5, 0, 5], [5, 0, 5, 0, 0, 0, 0, 5, 5, 5], [5, 5, 5, 5, 5, 0, 5, 0, 0, 5], [5, 0, 5, 5, 5, 0, 0, 0, 5, 5], [5, 5, 5, 5, 0, 0, 5, 0, 5, 5], [5, 2, 2, 2, 2, 5, 0, 0, 0, 0], [0, 5, 5, 5, 5, 5, 5, 0, 5, 5], [0, 0, 5, 5, 5, 0, 0, 5, 5, 0], [5, 0, 5, 5, 0, 5, 0, 5, 0, 5], [5, 5, 0, 5, 0, 5, 5, 5, 5, 5]]","[[0, 5, 5, 5, 5, 0, 0, 5, 0, 5], [5, 0, 5, 0, 0, 0, 0, 5, 5, 5], [5, 5, 5, 5, 5, 0, 5, 0, 0, 5], [5, 0, 5, 5, 5, 0, 0, 0, 5, 5], [5, 5, 5, 5, 0, 0, 5, 0, 5, 5], [5, 2, 2, 2, 2, 5, 2, 2, 2, 2], [0, 5, 5, 5, 5, 5, 5, 0, 5, 5], [0, 0, 5, 5, 5, 0, 0, 5, 5, 0], [5, 0, 5, 5, 0, 5, 0, 5, 0, 5], [5, 5, 0, 5, 0, 5, 5, 5, 5, 5]]",10,10,10,10
1542,e5062a87,"[[5, 5, 5, 5, 0, 5, 5, 5, 5, 5], [5, 5, 5, 5, 0, 5, 5, 5, 0, 5], [5, 0, 5, 0, 5, 5, 0, 5, 5, 5], [5, 0, 5, 0, 5, 5, 0, 0, 5, 5], [5, 0, 0, 0, 0, 5, 5, 5, 0, 5], [5, 5, 5, 0, 5, 0, 5, 0, 0, 5], [0, 5, 0, 0, 5, 0, 5, 5, 5, 5], [5, 5, 5, 0, 0, 0, 5, 2, 5, 0], [0, 5, 5, 5, 5, 0, 5, 2, 5, 0], [5, 0, 0, 0, 0, 0, 5, 2, 2, 5]]","[[5, 5, 5, 5, 0, 5, 5, 5, 5, 5], [5, 5, 5, 5, 0, 5, 5, 5, 0, 5], [5, 2, 5, 2, 5, 5, 0, 5, 5, 5], [5, 2, 5, 2, 5, 5, 0, 0, 5, 5], [5, 2, 2, 2, 2, 5, 5, 5, 0, 5], [5, 5, 5, 2, 5, 0, 5, 0, 0, 5], [0, 5, 0, 2, 5, 0, 5, 5, 5, 5], [5, 5, 5, 2, 2, 0, 5, 2, 5, 0], [0, 5, 5, 5, 5, 0, 5, 2, 5, 0], [5, 0, 0, 0, 0, 0, 5, 2, 2, 5]]",10,10,10,10
1547,e50d258f,"[[2, 8, 8, 8, 0, 0, 0, 0, 0, 0], [8, 8, 1, 8, 0, 0, 2, 8, 1, 0], [1, 2, 8, 1, 0, 0, 8, 8, 8, 0], [8, 8, 8, 8, 0, 0, 2, 1, 8, 0], [0, 0, 0, 0, 0, 0, 8, 8, 2, 0], [0, 0, 0, 0, 0, 0, 2, 8, 1, 0], [0, 1, 2, 8, 2, 0, 1, 8, 8, 0], [0, 8, 8, 1, 8, 0, 0, 0, 0, 0], [0, 1, 2, 8, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[2, 8, 1], [8, 8, 8], [2, 1, 8], [8, 8, 2], [2, 8, 1], [1, 8, 8]]",10,10,3,6
1548,e50d258f,"[[0, 0, 0, 0, 0, 0, 8, 8, 8, 8], [0, 8, 8, 8, 8, 0, 8, 2, 2, 8], [0, 8, 1, 8, 8, 0, 8, 8, 8, 8], [0, 8, 8, 2, 8, 0, 8, 2, 1, 8], [0, 8, 8, 8, 8, 0, 8, 8, 8, 8], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 8, 8, 8, 8, 8, 8, 0], [0, 0, 0, 8, 8, 8, 2, 8, 8, 0], [0, 0, 0, 8, 2, 8, 1, 8, 8, 0], [0, 0, 0, 8, 1, 8, 8, 8, 8, 0]]","[[8, 8, 8, 8], [8, 2, 2, 8], [8, 8, 8, 8], [8, 2, 1, 8], [8, 8, 8, 8]]",10,10,4,5
1549,e50d258f,"[[1, 1, 1, 8, 0, 0, 0, 0, 0, 0], [1, 8, 1, 1, 0, 1, 8, 8, 1, 8], [8, 2, 8, 1, 0, 8, 1, 8, 2, 8], [1, 1, 1, 8, 0, 8, 8, 8, 8, 1], [8, 1, 8, 8, 0, 8, 1, 2, 8, 2], [0, 0, 0, 0, 0, 8, 8, 8, 1, 8], [0, 0, 0, 0, 0, 1, 1, 8, 1, 8], [0, 8, 2, 2, 0, 8, 1, 1, 8, 2], [0, 2, 2, 1, 0, 0, 0, 0, 0, 0], [0, 2, 1, 8, 0, 0, 0, 0, 0, 0]]","[[8, 2, 2], [2, 2, 1], [2, 1, 8]]",10,10,3,3
1550,e50d258f,"[[2, 8, 8, 8, 0, 0, 0, 0, 0, 0], [8, 8, 1, 8, 0, 0, 0, 0, 0, 0], [1, 8, 8, 8, 0, 0, 0, 0, 0, 0], [8, 8, 8, 2, 0, 0, 1, 8, 8, 2], [8, 2, 8, 1, 0, 0, 8, 8, 1, 8], [8, 1, 8, 8, 0, 0, 8, 2, 8, 8], [0, 0, 0, 0, 0, 0, 8, 8, 8, 1], [0, 0, 0, 0, 0, 0, 1, 8, 8, 8], [0, 0, 0, 0, 0, 0, 8, 8, 1, 8], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[2, 8, 8, 8], [8, 8, 1, 8], [1, 8, 8, 8], [8, 8, 8, 2], [8, 2, 8, 1], [8, 1, 8, 8]]",10,10,4,6
1559,e76a88a6,"[[0, 4, 4, 4, 0, 0, 0, 0, 0, 0], [0, 1, 4, 4, 0, 0, 5, 5, 5, 0], [0, 1, 4, 1, 0, 0, 5, 5, 5, 0], [0, 1, 1, 1, 0, 0, 5, 5, 5, 0], [0, 0, 0, 0, 0, 0, 5, 5, 5, 0], [0, 0, 5, 5, 5, 0, 0, 0, 0, 0], [0, 0, 5, 5, 5, 0, 0, 5, 5, 5], [0, 0, 5, 5, 5, 0, 0, 5, 5, 5], [0, 0, 5, 5, 5, 0, 0, 5, 5, 5], [0, 0, 0, 0, 0, 0, 0, 5, 5, 5]]","[[0, 4, 4, 4, 0, 0, 0, 0, 0, 0], [0, 1, 4, 4, 0, 0, 4, 4, 4, 0], [0, 1, 4, 1, 0, 0, 1, 4, 4, 0], [0, 1, 1, 1, 0, 0, 1, 4, 1, 0], [0, 0, 0, 0, 0, 0, 1, 1, 1, 0], [0, 0, 4, 4, 4, 0, 0, 0, 0, 0], [0, 0, 1, 4, 4, 0, 0, 4, 4, 4], [0, 0, 1, 4, 1, 0, 0, 1, 4, 4], [0, 0, 1, 1, 1, 0, 0, 1, 4, 1], [0, 0, 0, 0, 0, 0, 0, 1, 1, 1]]",10,10,10,10
1560,e76a88a6,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 2, 2, 2, 0, 0, 0, 0, 0, 0], [0, 2, 4, 4, 0, 0, 0, 0, 0, 0], [0, 4, 4, 4, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 5, 5, 5, 0], [0, 0, 0, 0, 0, 0, 5, 5, 5, 0], [0, 0, 0, 0, 0, 0, 5, 5, 5, 0], [0, 0, 5, 5, 5, 0, 0, 0, 0, 0], [0, 0, 5, 5, 5, 0, 0, 0, 0, 0], [0, 0, 5, 5, 5, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 2, 2, 2, 0, 0, 0, 0, 0, 0], [0, 2, 4, 4, 0, 0, 0, 0, 0, 0], [0, 4, 4, 4, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 2, 2, 2, 0], [0, 0, 0, 0, 0, 0, 2, 4, 4, 0], [0, 0, 0, 0, 0, 0, 4, 4, 4, 0], [0, 0, 2, 2, 2, 0, 0, 0, 0, 0], [0, 0, 2, 4, 4, 0, 0, 0, 0, 0], [0, 0, 4, 4, 4, 0, 0, 0, 0, 0]]",10,10,10,10
1561,e76a88a6,"[[0, 0, 0, 0, 0, 0, 5, 5, 5, 5], [0, 6, 6, 6, 6, 0, 5, 5, 5, 5], [0, 8, 8, 6, 8, 0, 5, 5, 5, 5], [0, 6, 8, 8, 8, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 5, 5, 5, 5, 0, 0], [0, 0, 0, 0, 5, 5, 5, 5, 0, 0], [0, 0, 0, 0, 5, 5, 5, 5, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 6, 6, 6, 6], [0, 6, 6, 6, 6, 0, 8, 8, 6, 8], [0, 8, 8, 6, 8, 0, 6, 8, 8, 8], [0, 6, 8, 8, 8, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 6, 6, 6, 6, 0, 0], [0, 0, 0, 0, 8, 8, 6, 8, 0, 0], [0, 0, 0, 0, 6, 8, 8, 8, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",10,10,10,10
1562,e8593010,"[[0, 5, 5, 5, 5, 5, 0, 0, 5, 5], [5, 5, 5, 0, 5, 5, 0, 5, 0, 5], [5, 5, 0, 5, 5, 5, 5, 5, 0, 5], [5, 0, 0, 5, 5, 5, 5, 5, 5, 5], [0, 5, 5, 5, 5, 5, 0, 5, 5, 5], [0, 5, 5, 0, 5, 5, 0, 5, 0, 0], [5, 5, 0, 5, 5, 5, 5, 5, 0, 5], [5, 5, 0, 5, 5, 5, 5, 5, 5, 0], [0, 0, 5, 5, 5, 5, 0, 5, 5, 5], [5, 5, 5, 5, 0, 5, 0, 0, 5, 0]]","[[3, 5, 5, 5, 5, 5, 1, 1, 5, 5], [5, 5, 5, 3, 5, 5, 1, 5, 2, 5], [5, 5, 1, 5, 5, 5, 5, 5, 2, 5], [5, 1, 1, 5, 5, 5, 5, 5, 5, 5], [2, 5, 5, 5, 5, 5, 2, 5, 5, 5], [2, 5, 5, 3, 5, 5, 2, 5, 1, 1], [5, 5, 2, 5, 5, 5, 5, 5, 1, 5], [5, 5, 2, 5, 5, 5, 5, 5, 5, 3], [2, 2, 5, 5, 5, 5, 1, 5, 5, 5], [5, 5, 5, 5, 3, 5, 1, 1, 5, 3]]",10,10,10,10
1563,e8593010,"[[5, 5, 5, 5, 0, 5, 5, 5, 0, 5], [0, 0, 5, 5, 5, 5, 5, 5, 5, 5], [0, 5, 5, 5, 5, 5, 0, 0, 5, 0], [5, 5, 0, 5, 5, 5, 5, 0, 5, 0], [5, 5, 5, 5, 0, 0, 5, 5, 5, 5], [0, 5, 0, 5, 5, 5, 5, 0, 5, 0], [0, 5, 5, 5, 0, 0, 5, 5, 5, 0], [5, 5, 5, 5, 5, 5, 5, 5, 5, 5], [5, 5, 5, 5, 5, 5, 5, 5, 5, 0], [0, 5, 5, 5, 5, 5, 5, 0, 5, 0]]","[[5, 5, 5, 5, 3, 5, 5, 5, 3, 5], [1, 1, 5, 5, 5, 5, 5, 5, 5, 5], [1, 5, 5, 5, 5, 5, 1, 1, 5, 2], [5, 5, 3, 5, 5, 5, 5, 1, 5, 2], [5, 5, 5, 5, 2, 2, 5, 5, 5, 5], [2, 5, 3, 5, 5, 5, 5, 3, 5, 2], [2, 5, 5, 5, 2, 2, 5, 5, 5, 2], [5, 5, 5, 5, 5, 5, 5, 5, 5, 5], [5, 5, 5, 5, 5, 5, 5, 5, 5, 2], [3, 5, 5, 5, 5, 5, 5, 3, 5, 2]]",10,10,10,10
1564,e8593010,"[[5, 5, 5, 5, 5, 0, 0, 5, 5, 5], [0, 0, 5, 0, 5, 5, 5, 5, 5, 0], [5, 5, 5, 5, 5, 0, 5, 0, 0, 5], [5, 0, 5, 5, 5, 0, 5, 5, 5, 5], [5, 5, 5, 5, 5, 5, 5, 5, 0, 5], [5, 5, 5, 5, 0, 5, 5, 5, 5, 5], [0, 0, 5, 5, 0, 5, 0, 0, 5, 0], [5, 5, 5, 5, 5, 5, 5, 0, 5, 5], [0, 5, 5, 5, 5, 5, 0, 5, 5, 0], [0, 0, 5, 5, 5, 5, 5, 5, 0, 5]]","[[5, 5, 5, 5, 5, 2, 2, 5, 5, 5], [2, 2, 5, 3, 5, 5, 5, 5, 5, 3], [5, 5, 5, 5, 5, 2, 5, 2, 2, 5], [5, 3, 5, 5, 5, 2, 5, 5, 5, 5], [5, 5, 5, 5, 5, 5, 5, 5, 3, 5], [5, 5, 5, 5, 2, 5, 5, 5, 5, 5], [2, 2, 5, 5, 2, 5, 1, 1, 5, 3], [5, 5, 5, 5, 5, 5, 5, 1, 5, 5], [1, 5, 5, 5, 5, 5, 3, 5, 5, 3], [1, 1, 5, 5, 5, 5, 5, 5, 3, 5]]",10,10,10,10
1565,e8593010,"[[0, 0, 5, 5, 0, 5, 5, 5, 0, 5], [5, 5, 0, 0, 5, 5, 5, 5, 0, 5], [5, 0, 5, 0, 5, 0, 5, 5, 0, 5], [5, 0, 5, 5, 0, 5, 5, 5, 5, 5], [5, 5, 5, 0, 0, 5, 5, 0, 5, 0], [5, 5, 0, 5, 5, 5, 5, 0, 5, 0], [5, 5, 0, 5, 5, 0, 5, 5, 5, 5], [5, 5, 5, 0, 5, 5, 5, 5, 5, 5], [5, 0, 5, 5, 5, 0, 5, 0, 5, 5], [5, 5, 0, 5, 5, 5, 5, 5, 5, 5]]","[[2, 2, 5, 5, 3, 5, 5, 5, 1, 5], [5, 5, 1, 1, 5, 5, 5, 5, 1, 5], [5, 2, 5, 1, 5, 3, 5, 5, 1, 5], [5, 2, 5, 5, 1, 5, 5, 5, 5, 5], [5, 5, 5, 1, 1, 5, 5, 2, 5, 2], [5, 5, 2, 5, 5, 5, 5, 2, 5, 2], [5, 5, 2, 5, 5, 3, 5, 5, 5, 5], [5, 5, 5, 3, 5, 5, 5, 5, 5, 5], [5, 3, 5, 5, 5, 3, 5, 3, 5, 5], [5, 5, 3, 5, 5, 5, 5, 5, 5, 5]]",10,10,10,10
1571,e9614598,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 3, 0, 0, 0, 0, 0], [0, 1, 0, 3, 3, 3, 0, 1, 0, 0], [0, 0, 0, 0, 3, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",10,10,10,10
1572,e9614598,"[[0, 0, 0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 3, 0, 0, 0, 0, 0, 0], [0, 0, 3, 3, 3, 0, 0, 0, 0, 0], [0, 0, 0, 3, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",10,10,10,10
1577,e9afcf9a,"[[6, 6, 6, 6, 6, 6], [2, 2, 2, 2, 2, 2]]","[[6, 2, 6, 2, 6, 2], [2, 6, 2, 6, 2, 6]]",6,2,6,2
1578,e9afcf9a,"[[3, 3, 3, 3, 3, 3], [9, 9, 9, 9, 9, 9]]","[[3, 9, 3, 9, 3, 9], [9, 3, 9, 3, 9, 3]]",6,2,6,2
1579,e9afcf9a,"[[4, 4, 4, 4, 4, 4], [8, 8, 8, 8, 8, 8]]","[[4, 8, 4, 8, 4, 8], [8, 4, 8, 4, 8, 4]]",6,2,6,2
1580,ea32f347,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 5, 0, 0, 0, 0, 0, 0], [0, 0, 0, 5, 0, 0, 0, 0, 0, 0], [0, 0, 0, 5, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 5, 5, 5, 5, 5, 5], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [5, 5, 5, 5, 5, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 4, 4, 4, 4, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",10,10,10,10
1581,ea32f347,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 5, 0, 0, 0, 0, 0, 0, 0, 0], [0, 5, 0, 0, 5, 0, 0, 0, 0, 0], [0, 5, 0, 0, 5, 0, 0, 0, 0, 0], [0, 5, 0, 0, 5, 0, 0, 5, 0, 0], [0, 5, 0, 0, 5, 0, 0, 5, 0, 0], [0, 5, 0, 0, 5, 0, 0, 5, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 4, 0, 0, 0, 0, 0], [0, 1, 0, 0, 4, 0, 0, 0, 0, 0], [0, 1, 0, 0, 4, 0, 0, 2, 0, 0], [0, 1, 0, 0, 4, 0, 0, 2, 0, 0], [0, 1, 0, 0, 4, 0, 0, 2, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",10,10,10,10
1582,ea32f347,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 5, 0, 0, 0, 0, 0], [0, 0, 0, 0, 5, 0, 0, 0, 0, 0], [0, 5, 0, 0, 5, 0, 0, 0, 0, 0], [0, 5, 0, 0, 5, 0, 0, 0, 0, 0], [0, 5, 0, 0, 5, 0, 0, 5, 0, 0], [0, 5, 0, 0, 5, 0, 0, 5, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 4, 0, 0, 1, 0, 0, 0, 0, 0], [0, 4, 0, 0, 1, 0, 0, 0, 0, 0], [0, 4, 0, 0, 1, 0, 0, 2, 0, 0], [0, 4, 0, 0, 1, 0, 0, 2, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",10,10,10,10
